,predicted_Low ROI,predicted_Medium ROI,predicted_High ROI
actual_Low ROI,0.4794520547945205,0.1917808219178082,0.3287671232876712
actual_Medium ROI,0.2916666666666667,0.3611111111111111,0.3472222222222222
actual_High ROI,0.2876712328767123,0.1917808219178082,0.5205479452054794
