,predicted_Low ROI,predicted_Medium ROI,predicted_High ROI
actual_Low ROI,0.589041095890411,0.0,0.410958904109589
actual_Medium ROI,0.6111111111111112,0.0,0.3888888888888889
actual_High ROI,0.6164383561643836,0.0,0.3835616438356164
