,SITE_NAME,PLANNING_CATEGORY,ASSET_TYPE,TYPE_DESCRIPTION,MINORTYPE,CULTURAL_LANDSCAPE,ASSET_CLASS,ASSET_CD,LOCATION_DETAIL,STEWARD,MAINTAINED_BY,MAINT_INFO,LIFE_CYCLE_STATUS,centroid
2725,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,MRT109,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.96105708   51.12101348]
2726,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,SCE411,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.22877918   51.12305272]
2727,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,PKL568,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.04164286   50.92952353]
2728,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,PKL574,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.03676445   50.93014505]
2729,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,SCE270,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.20789134   51.11694233]
2730,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,SCE359,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.22326855   51.12324394]
2731,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,SCE363,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.22217442   51.12094515]
2732,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,TEM058,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.95384401   51.0939464 ]
2733,SETON PARK,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,,,SET010,,CALGARY PARKS,CALGARY PARKS SHARED,,ACTIVE,[-113.94908425   50.87793345]
2734,IRISH CULTURAL CENTRE; BOWNESS SENIERS CENTRE,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,SITE SPLIT BOW205,BOW205,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-114.18217536   51.08462953]
2735,CALGARY RUGBY UNION,DISTRICT PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,SHI012,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,CALGARY RUGBY UNION,ACTIVE,[-113.99278443   50.97116159]
2736,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,MAL503,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.01212      51.05781048]
2737,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,MAL508,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.00483808   51.06467949]
2738,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,MLI972,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.00935167   51.04681316]
2739,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,HAW044,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.17158527   51.12697358]
2740,,NON-PARK,1,TITLED,NO BREAKDOWN,,,SDC611,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.03807718   50.8959798 ]
2741,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,CAN348,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.0896044    50.94121083]
2742,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,CAS078,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.96196391   51.10228209]
2743,MANMEET SINGH BHULLAR PARK,REGIONAL PARK,2,NON TITLED,EA - PARKS EASEMENT,,,TAR003,TARADALE GREENWAY,CALGARY PARKS SHARED,CALGARY PARKS SHARED,2020/06/22: SEE REPOSITORY FOR MINISTERIAL CONSENT CERTIFICATE OF COMPLIANCE FORM R:\Subdivision_Development\CAPITAL_PROJECT_APPROVAL_DOCUMENTS\TARADALE\TAR003_MANMEET_SINGH_BHULLAR_PARK,ACTIVE,[-113.92523008   51.11145321]
2744,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,CGR216,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.19178275   51.06825896]
2745,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,MCT835,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-113.96158203   50.91362795]
2746,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,BNF322,,CALGARY PARKS,CALGARY PARKS SHARED,,ACTIVE,[-114.10944981   51.06981884]
2747,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,MCT837,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-113.97340275   50.907368  ]
2748,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,BNF327,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.12013698   51.08020183]
2749,MEADOWLARK CMTY ASSOC,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,MEA369,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.07916953   51.00099841]
2750,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,HIW857,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.08692664   51.09093177]
2751,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,HIW858,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.0817221    51.09250087]
2752,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,SDC624,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.04040168   50.89440476]
2753,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,SFH015,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.97416546   50.96567259]
2754,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,ACA199,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.0513251    50.97873197]
2755,INGLEWOOD RIVER PROMENADE; DEANE HOUSE,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,SITE SPLIT ING012,ING012,,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,[-114.03834364   51.0442123 ]
2756,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,ABB571,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.93305332   51.05117973]
2757,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,APP574,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.9264219    51.04283038]
2758,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,APP902,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.93144594   51.04921611]
2759,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,ALB625,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.98512116   51.04961116]
2760,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,MAL499,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.00695164   51.05487321]
2761,NORTH MOUNT PLEASANT ARTS CENTRE,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,MOP772,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-114.07279334   51.0765388 ]
2762,MOUNT PLEASANT POOL,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,MOP856,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.0751048    51.07294466]
2763,HIGHLAND COMMUNITY CENTRE,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,HPK820,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-114.06602252   51.08530317]
2764,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,HUN585,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.07293195   51.11346543]
2765,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,WBN431,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.13767044   50.94326082]
2766,BRIDLEWOOD WETLANDS,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,,,BRI673,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-114.09641701   50.90044849]
2767,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,WHI013,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.97598563   51.08343798]
2768,STRATHCONA RAVINES,DISTRICT PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,SITE SPLIT CHR813,CHR813,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.17918952   51.04256196]
2769,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,HUN629,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.05738978   51.12210386]
2770,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,CAM811,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.09389072   51.08898303]
2771,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,HUN727,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.08753831   51.12289542]
2772,NORTH TUSCANY RAVINES,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,TUS641,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.25263416   51.13496401]
2773,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,MAC820,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.11811616   51.13264753]
2774,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,GAW632,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.11412449   51.0214067 ]
2775,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,DDG712,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.00914565   50.9448487 ]
2776,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,DDG715,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-113.97957707   50.94000488]
2777,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,COV929,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.04836386   51.15587247]
2778,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,FAI206,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.05645863   50.9872891 ]
2779,GLENBROOK COMMUNITY ASSOC,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,GBK608,,CALGARY PARKS,CALGARY PARKS SHARED,,ACTIVE,[-114.15186917   51.02352258]
2780,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,RIC968,,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,[-114.11729224   51.0322781 ]
2781,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,QLD516,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.02172847   50.9360164 ]
2782,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,HID516,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.1070483   51.1457475]
2783,,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,NOL005,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.17040193   51.17634869]
2784,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,NOL006,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.17225091   51.17260935]
2785,,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,CONFIRM RP DATA,SAD319,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.930763     51.13111957]
2786,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,VAL714,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.26923068   51.09177028]
2787,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,WSP494,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.19433172   51.06503655]
2788,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,WGT761,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.15825052   51.04635914]
2789,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,UNI205,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.13519155   51.07419351]
2790,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,UNI203,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.13286419   51.07419138]
2791,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,2017/08/04: TRANSFERRED TO PARK FROM ROADS,WIL164,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.06082484   50.95388129]
2792,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,VAR111,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.16459966   51.08906728]
2793,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,UNI201,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.13237246   51.07418629]
2794,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,UNI200,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.1313981    51.07419929]
2795,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,UNI209,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.13815705   51.07419822]
2796,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,UNI207,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.13591964   51.07418525]
2797,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,EPK259,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.08644958   51.02085022]
2798,,NON-PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,SITE SPLIT GPK023: PORTION OF GPK023 WAS ADDED TO NEW SITE GPK500,EAG026,,CALGARY PARKS,OUTSIDE AGENCY,ROCKY VIEW HOSPITAL PARKING LOT. NOT PARKS MAINTAINED,ACTIVE,[-114.09598705   50.99197479]
2799,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,EVE955,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.09914959   50.92934042]
2800,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,MRT312,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.96435539   51.12020111]
2801,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,CRA025,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.97798069   50.89543838]
2802,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,DDG757,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-113.98784318   50.93331188]
2803,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,MPK535,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.95174169   51.05567662]
2804,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,ROC192,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.25540196   51.15122541]
2805,,DISTRICT PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,NOL003,,CALGARY PARKS,CALGARY PARKS SHARED,,ACTIVE,[-114.16554383   51.17094851]
2806,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,MPK547,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.93843689   51.05616679]
2807,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,MPK549,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.94682356   51.05467161]
2808,MCLAURIN VILLAGE PARK,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,VAR337,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.14043514   51.08890035]
2809,,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,HSN002,,CALGARY PARKS,CALGARY PARKS SHARED,,ACTIVE,[-114.2704426   51.1111477]
2810,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,CGR224,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.20987023   51.07182615]
2811,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,DAL072,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.16577102   51.11768063]
2812,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,DAL199,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.1668727    51.10805573]
2813,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,MAN373,,CALGARY PARKS,CALGARY PARKS,2012/06/12: LEASE EXPIRED 2001 OCTOBER AS PER STRATEGIC PLANNING & POLICY IN RECREATION; EMAIL SENT TO IIS TO REMOVE,ACTIVE,[-114.06744983   51.00360703]
2814,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,MID369,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.05316296   50.91663338]
2815,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,MID381,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.05659317   50.91100327]
2816,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,LKB509,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.04470264   50.94257789]
2817,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,DAL071,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.17027057   51.11423242]
2818,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,MER003,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.9994654    51.04770041]
2819,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,MLR410,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.09696596   50.91500186]
2820,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,EDG144,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.15520612   51.11770296]
2821,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,EDG154,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.14974775   51.130206  ]
2822,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,EDG156,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.13227745   51.13100646]
2823,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,DAL091,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.14429836   51.10856202]
2824,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,ROC001,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.24027546   51.15065646]
2825,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,RIV846,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.02718532   50.97665278]
2826,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,VAR332,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.15017451   51.09600929]
2827,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,SVO858,,CALGARY PARKS,CALGARY PARKS SHARED,,ACTIVE,[-114.07591875   50.87941453]
2828,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,SOV768,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.99229723   51.03181932]
2829,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,UNI199,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.12877717   51.07364531]
2830,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,VAR345,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.14532682   51.08953772]
2831,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,WIL181,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.04138599   50.95636746]
2832,MEDICINE HILL / PASKAPOO SLOPES,REGIONAL PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,SITE SPLIT MDH002,MDH002,,CALGARY PARKS,CALGARY PARKS,FUTURE REGIONAL PARK,ACTIVE,[-114.20201425   51.07948714]
2833,MT ROYAL CMTY ASSOC,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,UMR308,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.08598091   51.03217956]
2834,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,WIL168,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.06626383   50.9625543 ]
2835,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,WIL179,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.04124592   50.9537752 ]
2836,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,WHI017,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.97486928   51.08964863]
2837,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,WGT753,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.15420928   51.04144205]
2838,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,VAR099,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.171054     51.10568413]
2839,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,WIN798,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.04526593   51.06918411]
2840,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,OAK977,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.12023422   50.96501723]
2841,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,RAN142,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.19465968   51.12136847]
2842,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,RAN019,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.1952208    51.12657798]
