PermitNum,StatusCurrent,AppliedDate,AppliedYear,IssuedDate,CompletedDate,CompletedYear,PermitType,PermitTypeMapped,PermitClass,PermitClassGroup,PermitClassMapped,WorkClass,WorkClassGroup,WorkClassMapped,Description,ApplicantName,ContractorIfNoApplicant,ContractorName,HousingUnits,EstProjectCost,TotalSqFt,OriginalAddress,CommunityCode,CommunityName,Latitude,Longitude,LocationCount,LocationTypes,LocationAddresses,LocationsWKT,LocationsGeoJSON,Point,LocationsGeoJSON2,Point3,Assessed Value,Address Without Unit Number,Cluster_ID
BP2017-10244,Completed,2017-08-08,2017,2017-08-21,2018-08-08,2018,Commercial / Multi Family Project,Building,1706 - Rhs Rowhouse,Unspecified,Residential,New,New,New,9.10.15. - 4 Unit Townhouse - Building 5,GRAVITY ARCHITECTURE,,,4,"$778,478",,286 REDSTONE BV NE,RSN,REDSTONE,51.1698089,-113.9507778,8,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building,286 REDSTONE BV NE;290 REDSTONE BV NE;294 REDSTONE BV NE;298 REDSTONE BV NE;298 REDSTONE BV NE;286 REDSTONE BV NE;290 REDSTONE BV NE;294 REDSTONE BV NE,"MULTIPOINT (-113.95077783090015 51.16980889863867,-113.9507778306796 51.16986283588052,-113.95077784002856 51.16990778358569,-113.95076143382812 51.169966208693005,-113.9506499544125 51.16995535629402,-113.9506597827872 51.16981684061376,-113.95065732236934 51.16985793975443,-113.95065485707356 51.16990360557914)","{""type"":""MultiPoint"",""coordinates"":[[-113.9507778,51.1698089],[-113.9507778,51.1698628],[-113.9507778,51.1699078],[-113.9507614,51.1699662],[-113.95065,51.1699554],[-113.9506598,51.1698168],[-113.9506573,51.1698579],[-113.9506549,51.1699036]]}",POINT (-113.95077783090015 51.16980889863867),"{""type"":""MultiPoint"",""coordinates"":[[-114.2102975,51.0258945],[-114.2103003,51.0258316],[-114.2103155,51.0257147],[-114.2103004,51.0257731]]}",POINT (-114.21029746770162 51.02589450919193),a,REDSTONE BV NE,4
BP2017-08392,Completed,2017-07-05,2017,2017-07-26,2018-07-24,2018,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,9.10.15. - 4 Unit Townhouse - Building 3,GRAVITY ARCHITECTURE,,,4,"$777,712",,250 REDSTONE BV NE,RSN,REDSTONE,51.16940886,-113.9507778,8,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building,254 REDSTONE BV NE;250 REDSTONE BV NE;262 REDSTONE BV NE;258 REDSTONE BV NE;262 REDSTONE BV NE;258 REDSTONE BV NE;250 REDSTONE BV NE;254 REDSTONE BV NE,"MULTIPOINT (-113.95077779917007 51.1694088640653,-113.95077779460559 51.169359421587764,-113.95077781308365 51.169503254250714,-113.95077780851922 51.169453811773984,-113.9506649631522 51.16950478887565,-113.95066986250681 51.16945607661959,-113.95066752911076 51.16936474189928,-113.95066748364061 51.16940736129409)","{""type"":""MultiPoint"",""coordinates"":[[-113.9507778,51.1694089],[-113.9507778,51.1693594],[-113.9507778,51.1695033],[-113.9507778,51.1694538],[-113.950665,51.1695048],[-113.9506699,51.1694561],[-113.9506675,51.1693647],[-113.9506675,51.1694074]]}",POINT (-113.95077779917007 51.1694088640653),"{""type"":""MultiPoint"",""coordinates"":[[-114.1016655,51.022511],[-114.1016653,51.0224712],[-114.1016273,51.0224439],[-114.1016255,51.0224433],[-114.1017069,51.0224461],[-114.1017069,51.0224461],[-114.1017069,51.0224455],[-114.101525,51.0224434],[-114.1016264,51.0224433]]}",POINT (-114.10166551451482 51.022511021431605),,REDSTONE BV NE,4
BP2019-08639,Completed,2019-07-04,2019,2019-08-01,2021-04-01,2021,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,Redstone Park - Building 18,STREETSIDE DEVELOPMENT,,,5,"$1,245,849",,#132 301 REDSTONE BV NE,RSN,REDSTONE,51.17006987,-113.9514323,6,Titled Parcel;Building;Building;Building;Building;Building,301 REDSTONE BV NE;#138 301 REDSTONE BV NE;#132 301 REDSTONE BV NE;#140 301 REDSTONE BV NE;#136 301 REDSTONE BV NE;#134 301 REDSTONE BV NE,"MULTIPOINT (-113.95143225852655 51.170069868811844,-113.95194447057173 51.16927318452881,-113.95212512409965 51.16927325859508,-113.95187732248206 51.16927315692761,-113.95200216640862 51.169273801523616,-113.9520617497054 51.169274428252905)","{""type"":""MultiPoint"",""coordinates"":[[-113.9514323,51.1700699],[-113.9519445,51.1692732],[-113.9521251,51.1692733],[-113.9518773,51.1692732],[-113.9520022,51.1692738],[-113.9520617,51.1692744]]}",POINT (-113.95143225852655 51.170069868811844),"{""type"":""MultiPoint"",""coordinates"":[[-114.1801533,51.0847871],[-114.1798609,51.0848271],[-114.1799455,51.0847842],[-114.1798847,51.0847552],[-114.1798905,51.0848357],[-114.1798362,51.0848746],[-114.1797826,51.0848438]]}",POINT (-114.18015325743954 51.08478711763439),a,301 REDSTONE BV NE,4
BP2017-13174,Completed,2017-09-29,2017,2017-10-18,2020-01-29,2020,Commercial / Multi Family Project,Building,1706 - Rhs Rowhouse,Unspecified,Residential,New,New,New,9.10.15. - 4 Unit Townhouse - Building 11,GRAVITY ARCHITECTURE,,,4,"$778,716",,398 REDSTONE BV NE,RSN,REDSTONE,51.1713551,-113.950778,8,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building,398 REDSTONE BV NE;390 REDSTONE BV NE;386 REDSTONE BV NE;394 REDSTONE BV NE;390 REDSTONE BV NE;386 REDSTONE BV NE;394 REDSTONE BV NE;398 REDSTONE BV NE,"MULTIPOINT (-113.95077795802368 51.171355099429526,-113.95077794411185 51.17126070927416,-113.95077793954842 51.17121126681236,-113.95077793916066 51.17130565696252,-113.95067307587396 51.171255873682405,-113.95067222250056 51.17121134814006,-113.95066667081285 51.171308387863235,-113.950664805419 51.17135462926017)","{""type"":""MultiPoint"",""coordinates"":[[-113.950778,51.1713551],[-113.9507779,51.1712607],[-113.9507779,51.1712113],[-113.9507779,51.1713057],[-113.9506731,51.1712559],[-113.9506722,51.1712113],[-113.9506667,51.1713084],[-113.9506648,51.1713546]]}",POINT (-113.95077795802368 51.171355099429526),"{""type"":""MultiPoint"",""coordinates"":[[-114.2547148,51.1408068],[-114.2561098,51.1408728],[-114.2561118,51.1408307],[-114.2560591,51.1406935],[-114.2560554,51.1407887],[-114.2560529,51.1407424],[-114.2560546,51.1406554]]}",POINT (-114.25471476034885 51.140806772575004),a,REDSTONE BV NE,4
BP2019-09082,Completed,2019-07-12,2019,2019-08-01,2022-03-15,2022,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,Redstone Park - Building 8,STREETSIDE DEVELOPMENT,,,7,"$1,324,498",,#121 301 REDSTONE BV NE,RSN,REDSTONE,51.17006987,-113.9514323,8,Titled Parcel;Building;Building;Building;Building;Building;Building;Building,301 REDSTONE BV NE;#127 301 REDSTONE BV NE;#129 301 REDSTONE BV NE;#121 301 REDSTONE BV NE;#131 301 REDSTONE BV NE;#133 301 REDSTONE BV NE;#125 301 REDSTONE BV NE;#123 301 REDSTONE BV NE,"MULTIPOINT (-113.95143225852655 51.170069868811844,-113.95227675723396 51.16897600944584,-113.95221434189997 51.16897657727826,-113.95246214497918 51.16897371168397,-113.95215379848396 51.168978341452,-113.9520885401314 51.16897652582602,-113.95234013059306 51.168975441970396,-113.95239971535162 51.16897427960948)","{""type"":""MultiPoint"",""coordinates"":[[-113.9514323,51.1700699],[-113.9522768,51.168976],[-113.9522143,51.1689766],[-113.9524621,51.1689737],[-113.9521538,51.1689783],[-113.9520885,51.1689765],[-113.9523401,51.1689754],[-113.9523997,51.1689743]]}",POINT (-113.95143225852655 51.170069868811844),"{""type"":""MultiPoint"",""coordinates"":[[-114.2547148,51.1408068],[-114.255757,51.1403788],[-114.2557633,51.1403407],[-114.2557467,51.1404712],[-114.2557715,51.1402537],[-114.2557674,51.1402958],[-114.2557465,51.1404277]]}",POINT (-114.25471476034885 51.140806772575004),a,301 REDSTONE BV NE,4
BP2017-02778,Completed,2017-03-24,2017,2017-07-05,2020-06-18,2020,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,9.10.15. - 4 Unit Townhouse - Building 6,GRAVITY ARCHITECTURE,,,4,"$779,500",,318 REDSTONE BV NE,RSN,REDSTONE,51.17033928,-113.9507779,8,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building,318 REDSTONE BV NE;310 REDSTONE BV NE;306 REDSTONE BV NE;314 REDSTONE BV NE;310 REDSTONE BV NE;306 REDSTONE BV NE;318 REDSTONE BV NE;314 REDSTONE BV NE,"MULTIPOINT (-113.95077786686106 51.170339281511175,-113.9507778672476 51.17024489134535,-113.95077254340745 51.170181962327135,-113.95077786229712 51.17028983904155,-113.95066326073069 51.17024264063343,-113.9506605871168 51.17020210567127,-113.95065500445372 51.17032826251638,-113.95066230932443 51.170290015106225)","{""type"":""MultiPoint"",""coordinates"":[[-113.9507779,51.1703393],[-113.9507779,51.1702449],[-113.9507725,51.170182],[-113.9507779,51.1702898],[-113.9506633,51.1702426],[-113.9506606,51.1702021],[-113.950655,51.1703283],[-113.9506623,51.17029]]}",POINT (-113.95077786686106 51.170339281511175),"{""type"":""MultiPoint"",""coordinates"":[[-114.2697413,51.0873611],[-114.2698282,51.0873609],[-114.2696543,51.0873613],[-114.2695519,51.0873615],[-114.2699152,51.0873607],[-114.2700068,51.0873605]]}",POINT (-114.26974125868696 51.087361097386484),a,REDSTONE BV NE,4
BP2017-09277,Completed,2017-07-20,2017,2017-08-18,2018-08-08,2018,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,9.10.15. - 5 Unit Townhouse - Building 4,GRAVITY ARCHITECTURE,,,5,"$972,348",,266 REDSTONE BV NE,RSN,REDSTONE,51.16970102,-113.9507778,10,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building;Building,278 REDSTONE BV NE;282 REDSTONE BV NE;274 REDSTONE BV NE;266 REDSTONE BV NE;270 REDSTONE BV NE;266 REDSTONE BV NE;270 REDSTONE BV NE;274 REDSTONE BV NE;282 REDSTONE BV NE;278 REDSTONE BV NE,"MULTIPOINT (-113.95077781704197 51.16970102414746,-113.9507778168215 51.1697549613903,-113.95077782199205 51.16965607644671,-113.95077780807861 51.16956168626377,-113.95077781264297 51.169611128739575,-113.9506697455803 51.16956567705208,-113.9506672660135 51.169611342873324,-113.95065753841145 51.16965548640508,-113.95065502277123 51.16974833830824,-113.95065990461133 51.169702673501476)","{""type"":""MultiPoint"",""coordinates"":[[-113.9507778,51.169701],[-113.9507778,51.169755],[-113.9507778,51.1696561],[-113.9507778,51.1695617],[-113.9507778,51.1696111],[-113.9506697,51.1695657],[-113.9506673,51.1696113],[-113.9506575,51.1696555],[-113.950655,51.1697483],[-113.9506599,51.1697027]]}",POINT (-113.95077781704197 51.16970102414746),"{""type"":""MultiPoint"",""coordinates"":[[-114.1048023,51.1810497],[-114.104925,51.1809732],[-114.1050389,51.1808966],[-114.1048661,51.1810092],[-114.1049826,51.1809372],[-114.1050974,51.1808561],[-114.1049182,51.1808893],[-114.1047286,51.1810028],[-114.1047902,51.1809666],[-114.1048533,51.1809234],[-114.1050254,51.1808152],[-114.1049687,51.1808543]]}",POINT (-114.10480227137081 51.18104968243702),a,REDSTONE BV NE,4
BP2019-09084,Completed,2019-07-12,2019,2019-08-01,2020-09-15,2020,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,"Redstone Park (Phase 8) Building 5: 3 storey, 8 residential units townhouse building",STREETSIDE DEVELOPMENT,,,8,"$1,488,156",,247 REDSTONE BV NE,RSN,REDSTONE,51.17006987,-113.9514323,9,Titled Parcel;Building;Building;Building;Building;Building;Building;Building;Building,301 REDSTONE BV NE;245 REDSTONE BV NE;239 REDSTONE BV NE;235 REDSTONE BV NE;233 REDSTONE BV NE;247 REDSTONE BV NE;241 REDSTONE BV NE;237 REDSTONE BV NE;243 REDSTONE BV NE,"MULTIPOINT (-113.95143225852655 51.170069868811844,-113.95141653583222 51.169437681842325,-113.95141854451205 51.169322319896686,-113.95142145879731 51.16924324011324,-113.9514205587916 51.16920161816353,-113.95141649334752 51.1694781167796,-113.9514175626667 51.16935859228718,-113.95142047633264 51.16928010581372,-113.95141752267651 51.16939665398722)","{""type"":""MultiPoint"",""coordinates"":[[-113.9514323,51.1700699],[-113.9514165,51.1694377],[-113.9514185,51.1693223],[-113.9514215,51.1692432],[-113.9514206,51.1692016],[-113.9514165,51.1694781],[-113.9514176,51.1693586],[-113.9514205,51.1692801],[-113.9514175,51.1693967]]}",POINT (-113.95143225852655 51.170069868811844),"{""type"":""MultiPoint"",""coordinates"":[[-114.1474582,51.161002],[-114.1476549,51.1610332],[-114.1477206,51.1610421],[-114.1477895,51.161051],[-114.1473914,51.1609886],[-114.1475892,51.1610243],[-114.1475235,51.1610154],[-114.1474837,51.161113],[-114.1475457,51.1611259],[-114.1473489,51.1610967],[-114.1476131,51.1611353],[-114.1477439,51.1611585],[-114.1474149,51.1611036],[-114.1476778,51.1611491]]}",POINT (-114.14745819870436 51.1610019626475),a,REDSTONE BV NE,4
BP2017-13173,Completed,2017-09-29,2017,2017-10-18,2020-02-10,2020,Commercial / Multi Family Project,Building,1706 - Rhs Rowhouse,Unspecified,Residential,New,New,New,9.10.15. - 4 Unit Townhouse - Building 12,GRAVITY ARCHITECTURE,,,4,"$780,262",,414 REDSTONE BV NE,RSN,REDSTONE,51.17146297,-113.950778,8,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building,406 REDSTONE BV NE;402 REDSTONE BV NE;414 REDSTONE BV NE;410 REDSTONE BV NE;406 REDSTONE BV NE;402 REDSTONE BV NE;414 REDSTONE BV NE;410 REDSTONE BV NE,"MULTIPOINT (-113.95077795758033 51.17146297388406,-113.95077795301701 51.17141353142398,-113.95077807147905 51.17158433269113,-113.95077796692868 51.17150792157687,-113.9506689232095 51.171462325660556,-113.95066171257909 51.17141208908238,-113.95065429563381 51.17155518141667,-113.95065919034506 51.171511035861414)","{""type"":""MultiPoint"",""coordinates"":[[-113.950778,51.171463],[-113.950778,51.1714135],[-113.9507781,51.1715843],[-113.950778,51.1715079],[-113.9506689,51.1714623],[-113.9506617,51.1714121],[-113.9506543,51.1715552],[-113.9506592,51.171511]]}",POINT (-113.95077795758033 51.17146297388406),"{""type"":""MultiPoint"",""coordinates"":[[-113.9754636,50.8640834],[-113.9749097,50.8653574],[-113.9750656,50.8655501],[-113.9750233,50.8655079],[-113.9751294,50.8656453],[-113.9749914,50.8654568],[-113.9749454,50.865402],[-113.9748843,50.8653087],[-113.9748421,50.8652647],[-113.9750956,50.8655935]]}",POINT (-113.97546362605347 50.8640833803443),a,REDSTONE BV NE,4
BP2017-01688,Completed,2017-02-24,2017,2017-07-05,2018-06-28,2018,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,9.10.15. - 5 Unit Townhouse - Building 2,GRAVITY ARCHITECTURE,,,5,"$972,000",,230 REDSTONE BV NE,RSN,REDSTONE,51.16925155,-113.9507778,9,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building;Building,242 REDSTONE BV NE;230 REDSTONE BV NE;238 REDSTONE BV NE;234 REDSTONE BV NE;238 REDSTONE BV NE;230 REDSTONE BV NE;242 REDSTONE BV NE;234 REDSTONE BV NE;246 REDSTONE BV NE,"MULTIPOINT (-113.9507777807469 51.16925154708821,-113.95077777178281 51.169112209193756,-113.95077778569666 51.16920659938398,-113.95077777634741 51.1691616516734,-113.95066769314185 51.16921099384575,-113.95067264117817 51.16911661473732,-113.95066765091379 51.16925057477812,-113.95067017755834 51.169160761336386,-113.95066276425679 51.169300806273625)","{""type"":""MultiPoint"",""coordinates"":[[-113.9507778,51.1692515],[-113.9507778,51.1691122],[-113.9507778,51.1692066],[-113.9507778,51.1691617],[-113.9506677,51.169211],[-113.9506726,51.1691166],[-113.9506677,51.1692506],[-113.9506702,51.1691608],[-113.9506628,51.1693008]]}",POINT (-113.9507777807469 51.16925154708821),"{""type"":""MultiPoint"",""coordinates"":[[-114.2159599,51.1306366],[-114.2155333,51.1306324],[-114.2154952,51.1305932],[-114.2153489,51.1306049],[-114.2155953,51.1306694],[-114.2154349,51.1306775],[-114.2157332,51.1305746],[-114.2153618,51.1306866],[-114.2158132,51.1305705],[-114.2154243,51.1306005],[-114.2155723,51.130587],[-114.2157467,51.1306577],[-114.2156718,51.1306628],[-114.2158323,51.1306536],[-114.2152858,51.130691],[-114.2155148,51.1306749],[-114.2152696,51.130609],[-114.2156567,51.130579]]}",POINT (-114.21595991895694 51.13063659822156),a,REDSTONE BV NE,4
BP2017-11294,Completed,2017-08-25,2017,2017-09-12,2019-09-23,2019,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,9.10.15. - 4 Unit Townhouse - Building 9,GRAVITY ARCHITECTURE,,STREETSIDE DEVELOPMENT,4,"$778,716",,354 REDSTONE BV NE,RSN,REDSTONE,51.17089663,-113.9507779,8,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building,362 REDSTONE BV NE;354 REDSTONE BV NE;366 REDSTONE BV NE;358 REDSTONE BV NE;366 REDSTONE BV NE;362 REDSTONE BV NE;354 REDSTONE BV NE;358 REDSTONE BV NE,"MULTIPOINT (-113.95077791700746 51.17089663295742,-113.9507779030952 51.17080224279462,-113.95077791678612 51.17095057018919,-113.95077790765886 51.17085168525989,-113.95065888251038 51.17094190806952,-113.95065893306564 51.17089453322213,-113.95065721327941 51.17080434045441,-113.95065807727562 51.17085229101873)","{""type"":""MultiPoint"",""coordinates"":[[-113.9507779,51.1708966],[-113.9507779,51.1708022],[-113.9507779,51.1709506],[-113.9507779,51.1708517],[-113.9506589,51.1709419],[-113.9506589,51.1708945],[-113.9506572,51.1708043],[-113.9506581,51.1708523]]}",POINT (-113.95077791700746 51.17089663295742),"{""type"":""MultiPoint"",""coordinates"":[[-114.0229384,50.8646995],[-114.0224995,50.8638531]]}",POINT (-114.02293844973785 50.86469952115577),,REDSTONE BV NE,4
BP2017-10975,Completed,2017-08-21,2017,2017-08-31,2019-08-15,2019,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,9.10.15. - 4 Unit Townhouse - Building 8,GRAVITY ARCHITECTURE,,,4,"$778,716",,338 REDSTONE BV NE,RSN,REDSTONE,51.17074381,-113.9507779,8,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building,350 REDSTONE BV NE;346 REDSTONE BV NE;342 REDSTONE BV NE;338 REDSTONE BV NE;342 REDSTONE BV NE;346 REDSTONE BV NE;338 REDSTONE BV NE;350 REDSTONE BV NE,"MULTIPOINT (-113.95077790810134 51.17074381079403,-113.9507779035376 51.17069436832783,-113.95077789418893 51.17064942062874,-113.95077788962516 51.170599978161746,-113.95065919865598 51.17064564896061,-113.9506600596105 51.1706964492088,-113.95066106280811 51.17060054922908,-113.95065909510056 51.17074269099045)","{""type"":""MultiPoint"",""coordinates"":[[-113.9507779,51.1707438],[-113.9507779,51.1706944],[-113.9507779,51.1706494],[-113.9507779,51.1706],[-113.9506592,51.1706456],[-113.9506601,51.1706964],[-113.9506611,51.1706005],[-113.9506591,51.1707427]]}",POINT (-113.95077790810134 51.17074381079403),,,,REDSTONE BV NE,4
BP2017-10699,Completed,2017-08-15,2017,2017-08-22,2018-12-19,2018,Commercial / Multi Family Project,Building,1706 - Rhs Rowhouse,Unspecified,Residential,New,New,New,9.10.15. - 4 Unit Townhouse - Building 7,INERTIA,,,4,"$778,716",,322 REDSTONE BV NE,RSN,REDSTONE,51.1704921,-113.9507779,8,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building,330 REDSTONE BV NE;322 REDSTONE BV NE;334 REDSTONE BV NE;326 REDSTONE BV NE;326 REDSTONE BV NE;334 REDSTONE BV NE;322 REDSTONE BV NE;330 REDSTONE BV NE,"MULTIPOINT (-113.95077787576788 51.170492103685206,-113.95077787615462 51.17039771352185,-113.95077788033173 51.17054154615312,-113.9507778807185 51.17044715599056,-113.950662147907 51.170441291009006,-113.95066204679496 51.17053604970032,-113.95067036217459 51.17039505228202,-113.95065754040873 51.17049779731019)","{""type"":""MultiPoint"",""coordinates"":[[-113.9507779,51.1704921],[-113.9507779,51.1703977],[-113.9507779,51.1705415],[-113.9507779,51.1704472],[-113.9506621,51.1704413],[-113.950662,51.170536],[-113.9506704,51.1703951],[-113.9506575,51.1704978]]}",POINT (-113.95077787576788 51.170492103685206),,,,REDSTONE BV NE,4
BP2019-10548,Completed,2019-08-07,2019,2019-08-19,2020-12-03,2020,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,"Redstone Park - Building 7: 3 storey, 3 residential units townhouse building",STREETSIDE DEVELOPMENT,,,3,"$630,754",,#141 301 REDSTONE BV NE,RSN,REDSTONE,51.17006987,-113.9514323,4,Titled Parcel;Building;Building;Building,301 REDSTONE BV NE;#143 301 REDSTONE BV NE;#145 301 REDSTONE BV NE;#141 301 REDSTONE BV NE,"MULTIPOINT (-113.95143225852655 51.170069868811844,-113.95181991164935 51.16899901521318,-113.95181806384355 51.16896096172252,-113.95182175573976 51.16904063755001)","{""type"":""MultiPoint"",""coordinates"":[[-113.9514323,51.1700699],[-113.9518199,51.168999],[-113.9518181,51.168961],[-113.9518218,51.1690406]]}",POINT (-113.95143225852655 51.170069868811844),,,,301 REDSTONE BV NE,4
BP2019-07983,Completed,2019-06-21,2019,2019-08-01,2021-11-16,2021,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,"Redstone Park - Building 19: 3 storey, 4 residential units townhouse building",STREETSIDE DEVELOPMENT,,,4,"$788,113",,#120 301 REDSTONE BV NE,RSN,REDSTONE,51.17006987,-113.9514323,5,Titled Parcel;Building;Building;Building;Building,301 REDSTONE BV NE;#122 301 REDSTONE BV NE;#124 301 REDSTONE BV NE;#120 301 REDSTONE BV NE;#126 301 REDSTONE BV NE,"MULTIPOINT (-113.95143225852655 51.170069868811844,-113.95240036488337 51.169273964214675,-113.95233793851902 51.169270972250274,-113.9524590056813 51.1692733947492,-113.95226983117458 51.169272131102986)","{""type"":""MultiPoint"",""coordinates"":[[-113.9514323,51.1700699],[-113.9524004,51.169274],[-113.9523379,51.169271],[-113.952459,51.1692734],[-113.9522698,51.1692721]]}",POINT (-113.95143225852655 51.170069868811844),,,,301 REDSTONE BV NE,4
