PermitNum,StatusCurrent,AppliedDate,AppliedYear,IssuedDate,CompletedDate,YearCompleted,PermitType,PermitTypeMapped,PermitClass,PermitClassGroup,PermitClassMapped,WorkClass,WorkClassGroup,WorkClassMapped,Description,ApplicantName,Contractor if no applicant,ContractorName,HousingUnits,EstProjectCost,Project Number,Project Number Hardcoded,OriginalAddress,CommunityCode,CommunityName,Latitude,Longitude,LocationCount,LocationTypes,LocationAddresses,LocationsWKT,LocationsGeoJSON,Point,ADDRESS,Assessed Value Before,Assessed Value After
BP2017-13718,Completed,2017-10-12,2017,2017-12-07,2018-09-18,2018,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,"6 plex Residential, Bld. AC, Arrive at Easton",PARTNERS DEVELOPMENT GROUP,,,6,"$692,486",68,68,1501 SYMONS VALLEY PY NW,EVN,EVANSTON,51.18126005,-114.0953268,12,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building;Building;Building,1509 SYMONS VALLEY PY NW;1511 SYMONS VALLEY PY NW;1505 SYMONS VALLEY PY NW;1507 SYMONS VALLEY PY NW;1501 SYMONS VALLEY PY NW;1503 SYMONS VALLEY PY NW;1507 SYMONS VALLEY PY NW;1501 SYMONS VALLEY PY NW;1511 SYMONS VALLEY PY NW;1509 SYMONS VALLEY PY NW;1503 SYMONS VALLEY PY NW;1505 SYMONS VALLEY PY NW,"MULTIPOINT (-114.09532681372016 51.181260050545376,-114.09540658407673 51.18126897505014,-114.095207467858 51.18125115819655,-114.09526743398848 51.18125560414744,-114.09507609854049 51.181237780734605,-114.09514977586612 51.18124671036554,-114.09528671383336 51.18115143581426,-114.09510352406069 51.18114397972354,-114.09539562514027 51.18117740769798,-114.09534720786716 51.18116224587792,-114.09516056216208 51.181150450752284,-114.09521932193758 51.18115256942212)","{""type"":""MultiPoint"",""coordinates"":[[-114.0953268,51.1812601],[-114.0954066,51.181269],[-114.0952075,51.1812512],[-114.0952674,51.1812556],[-114.0950761,51.1812378],[-114.0951498,51.1812467],[-114.0952867,51.1811514],[-114.0951035,51.181144],[-114.0953956,51.1811774],[-114.0953472,51.1811622],[-114.0951606,51.1811505],[-114.0952193,51.1811526]]}",POINT (-114.09532681372016 51.181260050545376),1501 SYMONS VALLEY PY NW,a,
BP2017-16487,Completed,2017-12-20,2017,2018-01-22,2019-02-04,2019,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,"Group C, 8 Unit Rowhouse - 9.10.15. Building 15",STREETSIDE DEVELOPMENT,,,8,"$1,736,200",68,68,130 EVANSCREST MR NW,EVN,EVANSTON,51.18001416,-114.106711,9,Titled Parcel;Building;Building;Building;Building;Building;Building;Building;Building,130 EVANSCREST MR NW;144 EVANSCREST MR NW;142 EVANSCREST MR NW;138 EVANSCREST MR NW;140 EVANSCREST MR NW;130 EVANSCREST MR NW;132 EVANSCREST MR NW;136 EVANSCREST MR NW;134 EVANSCREST MR NW,"MULTIPOINT (-114.10671098643664 51.18001416162939,-114.10653352509809 51.17967371914329,-114.1065918811091 51.179712204098465,-114.10669501501415 51.179799155689814,-114.10664798731894 51.17975496110068,-114.10681429307763 51.17999598942318,-114.10679525354216 51.17994510810006,-114.1067352360508 51.17984384190389,-114.10676940507116 51.1798937565422)","{""type"":""MultiPoint"",""coordinates"":[[-114.106711,51.1800142],[-114.1065335,51.1796737],[-114.1065919,51.1797122],[-114.106695,51.1797992],[-114.106648,51.179755],[-114.1068143,51.179996],[-114.1067953,51.1799451],[-114.1067352,51.1798438],[-114.1067694,51.1798938]]}",POINT (-114.10671098643664 51.18001416162939),130 EVANSCREST MR NW,a,
BP2017-16488,Completed,2017-12-20,2017,2018-01-22,2019-01-11,2019,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,Group C - 8 Unit Rowhouse - 9.10.15. Building 16,STREETSIDE DEVELOPMENT,,,8,"$1,736,200",68,68,110 EVANSCREST MR NW,EVN,EVANSTON,51.18015348,-114.1067269,16,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building;Building;Building;Building;Building,122 EVANSCREST MR NW;116 EVANSCREST MR NW;124 EVANSCREST MR NW;118 EVANSCREST MR NW;112 EVANSCREST MR NW;110 EVANSCREST MR NW;114 EVANSCREST MR NW;120 EVANSCREST MR NW;124 EVANSCREST MR NW;116 EVANSCREST MR NW;120 EVANSCREST MR NW;114 EVANSCREST MR NW;110 EVANSCREST MR NW;118 EVANSCREST MR NW;122 EVANSCREST MR NW;112 EVANSCREST MR NW,"MULTIPOINT (-114.10672691197725 51.18015348477344,-114.10668894229684 51.180297351832984,-114.1067263154589 51.180099548155354,-114.10670797904986 51.18024789207504,-114.10663232629882 51.180387298712404,-114.10659746055352 51.180432278116115,-114.10666358777121 51.18034232258382,-114.10672064728901 51.18020293288614,-114.10684027580466 51.18010537723476,-114.10679761260054 51.18030996388077,-114.10683446999754 51.18021098250986,-114.10676897904966 51.18036564417367,-114.10668668589351 51.180453726706595,-114.10681491307771 51.1802642812916,-114.10684115806662 51.18015912481127,-114.10672973529336 51.180409926429)","{""type"":""MultiPoint"",""coordinates"":[[-114.1067269,51.1801535],[-114.1066889,51.1802974],[-114.1067263,51.1800995],[-114.106708,51.1802479],[-114.1066323,51.1803873],[-114.1065975,51.1804323],[-114.1066636,51.1803423],[-114.1067206,51.1802029],[-114.1068403,51.1801054],[-114.1067976,51.18031],[-114.1068345,51.180211],[-114.106769,51.1803656],[-114.1066867,51.1804537],[-114.1068149,51.1802643],[-114.1068412,51.1801591],[-114.1067297,51.1804099]]}",POINT (-114.10672691197725 51.18015348477344),110 EVANSCREST MR NW,a,
BP2017-16107,Completed,2017-12-11,2017,2018-01-22,2019-06-10,2019,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,Group C - 5 Unit Rowhouse - 9.10.15. - Building 18,STREETSIDE DEVELOPMENT,,STREETSIDE DEVELOPMENT,5,"$879,600",68,68,#202 15 EVANSCREST PA NW,EVN,EVANSTON,51.18023184,-114.1072711,5,Building;Building;Building;Building;Building,#210 15 EVANSCREST PA NW;#204 15 EVANSCREST PA NW;#208 15 EVANSCREST PA NW;#202 15 EVANSCREST PA NW;#206 15 EVANSCREST PA NW,"MULTIPOINT (-114.10727114179527 51.180231843197184,-114.10722459105442 51.18035052065294,-114.10725091008516 51.180277654394594,-114.10721522216092 51.180393337364706,-114.10723823049499 51.18031750759968)","{""type"":""MultiPoint"",""coordinates"":[[-114.1072711,51.1802318],[-114.1072246,51.1803505],[-114.1072509,51.1802777],[-114.1072152,51.1803933],[-114.1072382,51.1803175]]}",POINT (-114.10727114179527 51.180231843197184),15 EVANSCREST PA NW,a,
BP2018-14748,Completed,2018-11-06,2018,2019-05-07,2019-10-25,2019,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,New Rowhouse,APLIN MARTIN CONSULTANTS,,,15,"$771,962",69,69,#1 908 36 ST SE,FLN,FOREST LAWN,51.0449652,-113.9813485,19,Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building;Building;Building;Building;Building;Building;Building;Building;Building;Building;Building;Building;Building,902 36 ST SE;912 36 ST SE;908 36 ST SE;#1 908 36 ST SE;#8 908 36 ST SE;#6 908 36 ST SE;#5 908 36 ST SE;#2 908 36 ST SE;#100 908 36 ST SE;#7 908 36 ST SE;#12 908 36 ST SE;#14 908 36 ST SE;#15 908 36 ST SE;#13 908 36 ST SE;#10 908 36 ST SE;#9 908 36 ST SE;#11 908 36 ST SE;#4 908 36 ST SE;#3 908 36 ST SE,"MULTIPOINT (-113.98134853232294 51.04496520352852,-113.98134815413637 51.04466404741217,-113.98134828356874 51.04480338829649,-113.98114529725655 51.0449796174204,-113.98096431631448 51.044662457273546,-113.98103143043596 51.04479304405895,-113.9810348109685 51.0448261088456,-113.98104719715718 51.04498139051079,-113.98127264316558 51.044984995774875,-113.98103935761894 51.04476236338621,-113.9811952261436 51.04465726262812,-113.98129409433275 51.044658698871146,-113.98134615826542 51.044662518839,-113.98124352488581 51.04466202595786,-113.98106354189494 51.04466175421329,-113.98101525840583 51.04465460853233,-113.98111335621509 51.04465677297149,-113.98102762532616 51.04485678963806,-113.98103703938851 51.0448867629354)","{""type"":""MultiPoint"",""coordinates"":[[-113.9813485,51.0449652],[-113.9813482,51.044664],[-113.9813483,51.0448034],[-113.9811453,51.0449796],[-113.9809643,51.0446625],[-113.9810314,51.044793],[-113.9810348,51.0448261],[-113.9810472,51.0449814],[-113.9812726,51.044985],[-113.9810394,51.0447624],[-113.9811952,51.0446573],[-113.9812941,51.0446587],[-113.9813462,51.0446625],[-113.9812435,51.044662],[-113.9810635,51.0446618],[-113.9810153,51.0446546],[-113.9811134,51.0446568],[-113.9810276,51.0448568],[-113.981037,51.0448868]]}",POINT (-113.98134853232294 51.04496520352852),908 36 ST SE,a,
BP2019-08097,Completed,2019-06-24,2019,2019-08-14,2019-07-10,2019,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,4 plex home,QAA DESIGNS,,,4,"$400,000",69,69,1814 42 ST SE,FLN,FOREST LAWN,51.03720985,-113.9726862,5,Titled Parcel;Building;Building;Building;Building,1814 42 ST SE;#1 1812 42 ST SE;#1 1814 42 ST SE;#2 1814 42 ST SE;#2 1812 42 ST SE,"MULTIPOINT (-113.97268622449282 51.03720985041713,-113.97259635930496 51.03724973485804,-113.97259637120919 51.037229552883645,-113.97256223718412 51.037228870644235,-113.97255796202495 51.03724905161768)","{""type"":""MultiPoint"",""coordinates"":[[-113.9726862,51.0372099],[-113.9725964,51.0372497],[-113.9725964,51.0372296],[-113.9725622,51.0372289],[-113.972558,51.0372491]]}",POINT (-113.97268622449282 51.03720985041713),1814 42 ST SE,a,
BP2019-02629,Completed,2019-03-15,2019,2019-05-14,2026-01-20,2026,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,Live Work Units 5- Plex (Non-Stacked New Bldg),SARINA DEVELOPMENTS,,,5,"$1,762,740",70,70,#1 2005 37 ST SW,GDL,GLENDALE,51.03613404,-114.1414798,7,Titled Parcel;Building;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite,2005 37 ST SW;2005 37 ST SW;#2 2005 37 ST SW;#1 2005 37 ST SW;#3 2005 37 ST SW;#4 2005 37 ST SW;#5 2005 37 ST SW,"MULTIPOINT (-114.14147981653446 51.03613404110557,-114.1415036755035 51.03602812193008,-114.14150296068378 51.03606026115963,-114.14150205874367 51.036101183603364,-114.1415040517399 51.03601121175061,-114.1415050547892 51.03596603703098,-114.14150608268352 51.03591965765409)","{""type"":""MultiPoint"",""coordinates"":[[-114.1414798,51.036134],[-114.1415037,51.0360281],[-114.141503,51.0360603],[-114.1415021,51.0361012],[-114.1415041,51.0360112],[-114.1415051,51.035966],[-114.1415061,51.0359197]]}",POINT (-114.14147981653446 51.03613404110557),2005 37 ST SW,a,
BP2019-15990,Completed,2019-11-26,2019,2019-12-16,2020-08-20,2020,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,"New 4 Unit Townhouse, Building 5",ALLISTON AT HOME,,,4,"$971,491",71,71,45 GREENBRIAR PL NW,GRE,GREENWOOD/GREENBRIAR,51.08800081,-114.2172507,8,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building,45 GREENBRIAR PL NW;47 GREENBRIAR PL NW;49 GREENBRIAR PL NW;51 GREENBRIAR PL NW;47 GREENBRIAR PL NW;49 GREENBRIAR PL NW;51 GREENBRIAR PL NW;45 GREENBRIAR PL NW,"MULTIPOINT (-114.21725073868188 51.08800080775675,-114.21716166251076 51.08800546808026,-114.2170747349037 51.08800562950695,-114.21697916411318 51.088010301749485,-114.21716871806117 51.08807037844131,-114.21707695482263 51.088071259036134,-114.21699653080638 51.08807640659121,-114.217252555942 51.088068793327054)","{""type"":""MultiPoint"",""coordinates"":[[-114.2172507,51.0880008],[-114.2171617,51.0880055],[-114.2170747,51.0880056],[-114.2169792,51.0880103],[-114.2171687,51.0880704],[-114.217077,51.0880713],[-114.2169965,51.0880764],[-114.2172526,51.0880688]]}",POINT (-114.21725073868188 51.08800080775675),45 GREENBRIAR PL NW,a,
BP2019-12683,Completed,2019-09-17,2019,2019-10-07,2020-07-15,2020,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,"New 4 Unit Townhouse, Building 2",ALLISTON AT HOME,,,4,"$855,708",71,71,144 GREENBRIAR WY NW,GRE,GREENWOOD/GREENBRIAR,51.08852585,-114.2177091,4,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel,146 GREENBRIAR WY NW;150 GREENBRIAR WY NW;144 GREENBRIAR WY NW;148 GREENBRIAR WY NW,"MULTIPOINT (-114.21770912778815 51.08852585134003,-114.21772353712478 51.08863370065415,-114.2177018306745 51.0884674320142,-114.21771623252997 51.08857977618363)","{""type"":""MultiPoint"",""coordinates"":[[-114.2177091,51.0885259],[-114.2177235,51.0886337],[-114.2177018,51.0884674],[-114.2177162,51.0885798]]}",POINT (-114.21770912778815 51.08852585134003),144 GREENBRIAR WY NW,a,
BP2019-11262,Completed,2019-08-20,2019,2019-09-19,2020-06-23,2020,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,Building 1200 Greenwich (7 units non-stacked),ALLISTON AT HOME,,ALLISTON AT HOME,7,"$1,471,927",71,71,#234 81 GREENBRIAR PL NW,GRE,GREENWOOD/GREENBRIAR,51.08877861,-114.2171434,14,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building;Building;Building;Building,#230 81 GREENBRIAR PL NW;#228 81 GREENBRIAR PL NW;#226 81 GREENBRIAR PL NW;#222 81 GREENBRIAR PL NW;#234 81 GREENBRIAR PL NW;#232 81 GREENBRIAR PL NW;#224 81 GREENBRIAR PL NW;#228 81 GREENBRIAR PL NW;#232 81 GREENBRIAR PL NW;#222 81 GREENBRIAR PL NW;#226 81 GREENBRIAR PL NW;#224 81 GREENBRIAR PL NW;#234 81 GREENBRIAR PL NW;#230 81 GREENBRIAR PL NW,"MULTIPOINT (-114.21714341501374 51.08877861437159,-114.21706515031487 51.08877875970087,-114.21698685030944 51.08877441020406,-114.21681667491828 51.08877472590703,-114.21730353398829 51.08878281172357,-114.21722169398605 51.08877846896339,-114.21690858561684 51.08877455542853,-114.21706017704727 51.08884460034893,-114.21721883169626 51.08885001414211,-114.21682675478291 51.0888393250224,-114.21698992758444 51.08884330138824,-114.21690835118783 51.088843452758674,-114.21729586894314 51.0888498709913,-114.21713723521074 51.088845877632984)","{""type"":""MultiPoint"",""coordinates"":[[-114.2171434,51.0887786],[-114.2170652,51.0887788],[-114.2169869,51.0887744],[-114.2168167,51.0887747],[-114.2173035,51.0887828],[-114.2172217,51.0887785],[-114.2169086,51.0887746],[-114.2170602,51.0888446],[-114.2172188,51.08885],[-114.2168268,51.0888393],[-114.2169899,51.0888433],[-114.2169084,51.0888435],[-114.2172959,51.0888499],[-114.2171372,51.0888459]]}",POINT (-114.21714341501374 51.08877861437159),81 GREENBRIAR PL NW,a,
BP2020-02022,Completed,2020-02-19,2020,2020-03-16,2020-11-16,2020,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,"New 5 Unit Townhouse, Building 17",ALLISTON AT HOME,,,5,"$1,451,868",71,71,#303 81 GREENBRIAR PL NW,GRE,GREENWOOD/GREENBRIAR,51.08823507,-114.2169662,5,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel,#309 81 GREENBRIAR PL NW;#307 81 GREENBRIAR PL NW;#303 81 GREENBRIAR PL NW;#311 81 GREENBRIAR PL NW;#305 81 GREENBRIAR PL NW,"MULTIPOINT (-114.21696619867801 51.088235067797044,-114.21705311995181 51.08823041162343,-114.21723677539295 51.08822557568969,-114.21687277601585 51.08823524112613,-114.21714004798035 51.088230250212305)","{""type"":""MultiPoint"",""coordinates"":[[-114.2169662,51.0882351],[-114.2170531,51.0882304],[-114.2172368,51.0882256],[-114.2168728,51.0882352],[-114.21714,51.0882303]]}",POINT (-114.21696619867801 51.088235067797044),81 GREENBRIAR PL NW,a,
BP2020-03788,Completed,2020-03-30,2020,2020-09-25,2021-07-08,2021,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,"New 4 Unit Rowhouse, Building 13",ALLISTON AT HOME,,ALLISTON AT HOME,4,"$1,032,791",71,71,#229 81 GREENBRIAR PL NW,GRE,GREENWOOD/GREENBRIAR,51.08867512,-114.217202,8,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building,#233 81 GREENBRIAR PL NW;#231 81 GREENBRIAR PL NW;#229 81 GREENBRIAR PL NW;#235 81 GREENBRIAR PL NW;#229 81 GREENBRIAR PL NW;#235 81 GREENBRIAR PL NW;#231 81 GREENBRIAR PL NW;#233 81 GREENBRIAR PL NW,"MULTIPOINT (-114.21720203970523 51.08867512417397,-114.21711506802103 51.08867528571171,-114.21702159488974 51.08867096441352,-114.21730294284481 51.08867493667944,-114.21703625501766 51.08857348908354,-114.21729687464045 51.08858014280578,-114.21712463874822 51.0885761836999,-114.21721528531819 51.088577435696855)","{""type"":""MultiPoint"",""coordinates"":[[-114.217202,51.0886751],[-114.2171151,51.0886753],[-114.2170216,51.088671],[-114.2173029,51.0886749],[-114.2170363,51.0885735],[-114.2172969,51.0885801],[-114.2171246,51.0885762],[-114.2172153,51.0885774]]}",POINT (-114.21720203970523 51.08867512417397),81 GREENBRIAR PL NW,a,
BP2021-06909,Completed,2021-04-27,2021,2021-06-16,2022-04-07,2022,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,Group C - Residential (5 Unit Rowhouse),ALLISTON AT HOME,,ALLISTON GC,5,"$767,877",71,71,#102 81 GREENBRIAR PL NW,GRE,GREENWOOD/GREENBRIAR,51.08809739,-114.2160704,11,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building;Building,81 GREENBRIAR PL NW;#106 81 GREENBRIAR PL NW;#108 81 GREENBRIAR PL NW;#110 81 GREENBRIAR PL NW;#104 81 GREENBRIAR PL NW;#102 81 GREENBRIAR PL NW;#102 81 GREENBRIAR PL NW;#106 81 GREENBRIAR PL NW;#110 81 GREENBRIAR PL NW;#104 81 GREENBRIAR PL NW;#108 81 GREENBRIAR PL NW,"MULTIPOINT (-114.21607039045696 51.08809738670654,-114.2158730562744 51.08847531774672,-114.21588249412999 51.08851575387497,-114.21589313004729 51.08856517746858,-114.2158635832387 51.08843038684298,-114.21585034189995 51.088385462895125,-114.21575059351399 51.08839747742296,-114.21577367225757 51.088485920241624,-114.21578539092677 51.08856866658574,-114.21575758712535 51.08844028235768,-114.21577385818351 51.08852587902042)","{""type"":""MultiPoint"",""coordinates"":[[-114.2160704,51.0880974],[-114.2158731,51.0884753],[-114.2158825,51.0885158],[-114.2158931,51.0885652],[-114.2158636,51.0884304],[-114.2158503,51.0883855],[-114.2157506,51.0883975],[-114.2157737,51.0884859],[-114.2157854,51.0885687],[-114.2157576,51.0884403],[-114.2157739,51.0885259]]}",POINT (-114.21607039045696 51.08809738670654),81 GREENBRIAR PL NW,a,
BP2021-11536,Completed,2021-06-29,2021,2021-11-02,2022-10-06,2022,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,"4 -Unit Residential Rowhouse - Building 8; located at 85, 87, 89, & 91 GREENBRIAR PL NW.",ALLISTON AT HOME,,ALLISTON GC,4,"$1,052,901",71,71,85 GREENBRIAR PL NW,GRE,GREENWOOD/GREENBRIAR,51.08811577,-114.2158524,9,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building,87 GREENBRIAR PL NW;85 GREENBRIAR PL NW;91 GREENBRIAR PL NW;89 GREENBRIAR PL NW;81 GREENBRIAR PL NW;85 GREENBRIAR PL NW;91 GREENBRIAR PL NW;87 GREENBRIAR PL NW;89 GREENBRIAR PL NW,"MULTIPOINT (-114.2158524409841 51.08811576864603,-114.21594582820757 51.08811110135789,-114.21565142982611 51.08811164473972,-114.21576534187642 51.08811592941567,-114.21607039045696 51.08809738670654,-114.21594787035176 51.08818181040341,-114.21567595618988 51.08818302250057,-114.21585948082718 51.088177694539176,-114.21576770972483 51.08818000347977)","{""type"":""MultiPoint"",""coordinates"":[[-114.2158524,51.0881158],[-114.2159458,51.0881111],[-114.2156514,51.0881116],[-114.2157653,51.0881159],[-114.2160704,51.0880974],[-114.2159479,51.0881818],[-114.215676,51.088183],[-114.2158595,51.0881777],[-114.2157677,51.08818]]}",POINT (-114.2158524409841 51.08811576864603),85 GREENBRIAR PL NW,a,
BP2021-04204,Completed,2021-03-19,2021,2021-04-19,2022-03-01,2022,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,"New 8 Unit Rowhouse, Building 11",ALLISTON AT HOME,,ALLISTON GC,8,"$1,747,798",71,71,#202 81 GREENBRIAR PL NW,GRE,GREENWOOD/GREENBRIAR,51.0887706,-114.2166192,17,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building;Building;Building;Building;Building,#214 81 GREENBRIAR PL NW;#202 81 GREENBRIAR PL NW;#204 81 GREENBRIAR PL NW;#208 81 GREENBRIAR PL NW;81 GREENBRIAR PL NW;#216 81 GREENBRIAR PL NW;#210 81 GREENBRIAR PL NW;#206 81 GREENBRIAR PL NW;#212 81 GREENBRIAR PL NW;#210 81 GREENBRIAR PL NW;#202 81 GREENBRIAR PL NW;#204 81 GREENBRIAR PL NW;#212 81 GREENBRIAR PL NW;#214 81 GREENBRIAR PL NW;#208 81 GREENBRIAR PL NW;#206 81 GREENBRIAR PL NW;#216 81 GREENBRIAR PL NW,"MULTIPOINT (-114.21661917224262 51.0887705971568,-114.21614592418946 51.088757988489576,-114.21622777833117 51.088762331976554,-114.21638432865491 51.088766537187105,-114.21607039045696 51.08809738670654,-114.21671108293418 51.08877042683357,-114.21646260761077 51.08876639228716,-114.21630604300665 51.08876218720783,-114.21654087229189 51.088766247361235,-114.2164641663958 51.0888342884418,-114.21614689163073 51.0888277376152,-114.21622393551068 51.088829024517246,-114.21654347319954 51.088834141584805,-114.21661827510678 51.08883828210738,-114.21638710155717 51.088831572378,-114.21630326987297 51.088831727500235,-114.21669531233724 51.0888381393523)","{""type"":""MultiPoint"",""coordinates"":[[-114.2166192,51.0887706],[-114.2161459,51.088758],[-114.2162278,51.0887623],[-114.2163843,51.0887665],[-114.2160704,51.0880974],[-114.2167111,51.0887704],[-114.2164626,51.0887664],[-114.216306,51.0887622],[-114.2165409,51.0887662],[-114.2164642,51.0888343],[-114.2161469,51.0888277],[-114.2162239,51.088829],[-114.2165435,51.0888341],[-114.2166183,51.0888383],[-114.2163871,51.0888316],[-114.2163033,51.0888317],[-114.2166953,51.0888381]]}",POINT (-114.21661917224262 51.0887705971568),81 GREENBRIAR PL NW,a,
