,predicted_Low ROI,predicted_Medium ROI,predicted_High ROI
actual_Low ROI,0.48,0.26666666666666666,0.25333333333333335
actual_Medium ROI,0.2702702702702703,0.44594594594594594,0.28378378378378377
actual_High ROI,0.3333333333333333,0.25333333333333335,0.41333333333333333
