,predicted_Low ROI,predicted_Medium ROI,predicted_High ROI
actual_Low ROI,0.5342465753424658,0.2328767123287671,0.2328767123287671
actual_Medium ROI,0.3055555555555556,0.5,0.19444444444444445
actual_High ROI,0.3150684931506849,0.3698630136986301,0.3150684931506849
